idx,sentence1,label
5736,🔷بارها گفته‌ام نخستین رمز پیروزی همبستگی استخوشبختانه در اعتراضهای کنونی ایران همین خواست همبستگی، اتحاد، حمایت و همراهی دیده و شنیده میشهاگر چه هنوز تا فراگیری آن فاصله داریم ولی دیده و شنیده شدن آن گواه درک آن است که این خود نویدبخش فراگیری آن است#همزمانی_تجمعات_صنفی,Political
5737,ما هيچ ترسي از حمله نظامي نداريم، ترس ما از #آقا_زاده هاست.با نگاه به داخل، همه چي حله ✌️✌️,Political
5738,  دانشگاه تهران سال پیش گواهی اشتغال به تحصیل با درج تاریخ احتمالی فراغت میداد.توش تعداد واحدهای پاس شده رو هم مینوشت.ولی گویا امسال نمیده.من به دلایلی نمی تونستم از اون گواهی استفاده کنم، معاون آموزشی دانشکده یکی برام نوشت,Nonpolitical
5739, نگفت اومده ببینه بستنیا سردشون شده یا نه؟,Nonpolitical
5740,بیکارم، دیدم یه شبکه این مسابقاتو داره نشون میده، اصن درک نمیکنم!تماشاش هم برام سخته؛ دوتا آدم رو میندازن تو یه قفس و…,Nonpolitical
5741,#ايراندورهمی دلواپسان رژیم از پیروزی انقلاب #ونزوئلا در سفارت ونزوئلا در تهرانجمعی از دلواپسان عکسی در کنار یک زن بی‌حجاب ا…,Political
5742, خب واسه چی کیف میذارید؟ادم حس میکنه داره بهش توهین میشهمگه مرده ادم هرزه ایه که باهاش این طوری برخورد می کنند؟,Nonpolitical
5743,موهام درد میکنه، از این بیماریا داشتید بیاید دایرکت,Nonpolitical
5744,خسته شدیم دیگه.اینا که مستقیم زیر نظر رهبری کار میکنن.الان باز یه عده پیش خودشون میگن تو این 85 میلیون جمعیت، رهبری کسی غیر از اینا برا اداره #بنیاد_مستضعفان نداره 😐,Political
5745,جنتی گفته باید برجام رو آتش برنیم چون جوانان ما آماده شهادت هستندهمینقدر پفیوز#آخوندیسم,Political
5746,وقتی پول شهریه فرزندتون رو ندارین، وقتی در سال به سختی می‌تونید گوشت بخرید، وقتی مشکل هزینه‌های درمان دارین، اولویت شما…,Nonpolitical
5747,همش میگن صبر کن درست میشه بهتر میشهپس کو؟ چرا داره روز به روز همه چی بدتر میشه,Nonpolitical
5748,#فوریاتحادیه #اروپا اعمال #تحريم ها علیه 9 فرد و سازمان در #سوریه در ارتباط با سلاح های شیمیایی اعلام کرد.,Political
5749,عتیقه اگر ارزش داشت در موزه نبود...یا در ارزشهایت خودبسنده خواهی شد و یا به موزه انسانی خوش آمدی...(در جواب همان کارشناس رادیوی سحرگاهی),Nonpolitical
5750, 😑😑😑😑 واقعا که خیلی... آدم نمیدونه چی بگه... تخت خالی به چه دردم میخوره یه نود توش میذاشتی حداقل 😍😍,Nonpolitical
5751, بیا دایرکت میخام یه چیز جالب نشونت بدم,Nonpolitical
5752,  طبق قانون برنولی زمانی که دو کشتی بزرگ پارالل قرار بگیرن اونی که کوچیکتره به راحتی به سمت بزرگه کشیده میشه مثالها چون برای دوره ی هندلینگ لارج شیپ طراحی شده با اون سایزه مدلینگ میشه ولی به این معنی نیست که برای قایق این اتفاق نمی افته.,Nonpolitical
5753,درود براین مادرشجاع نه می بخشیم نه فراموش میکنیم #چهل_سال_شکنجه #خیزش_دی۹۷#براندازم,Political
5754,آهنگ پلى ميكنم با هنسفرى ، كل خونه با هم حرف ميزنن ، قطع ميكنم ببينم چى ميگن همه ساكتن,Nonpolitical
5755, ممنون. آره بابا اثر کرفسه.۸ کیلو از اردیبهشت کم کردم. ۴ کیلو دیگه تا آخر سال هدف دارم. از طرف شرکت هم ست شده 😁,Nonpolitical
5756, نمیدونم جریان چیه هرکی میاد میگه یه هل بدین زود هل داده میشه,Nonpolitical
5757,دلم واسه تهران تنگ شده جاکش 12 ساعت نشده,Nonpolitical
5758,انقدر خوابم میاد، انقدر خوابم میاد که همه انسان‌هارو بالش و‌ ملحفه می‌بینم. بدبختی پشت میز اصلا‌ نمی‌تونم بخوابم.,Nonpolitical
5759,🔴وزیر خارجه آمریکا یکم خرداد با اعلام راهبرد جدید آمریکا در قبال ایران، ۱۲ شرط ایالات متحده برای توافق با جمهوری اسلامی را برشمرد که در واقع فهرست خواسته‌های ایالات متحده از جمهوری اسلامی یا به عبارتی جزئیات تغییر رفتار رژیم ایران است.#RestartMIGA,Political
5760, پس هیچی ، بحثو ترک کنم بهتره :))))),Nonpolitical
5761, به جاش ثوابش رو بردی از این منظر نگاش کن,Nonpolitical
5762,اتفاقاً ما هم بعد از المپیک ریو همین حس و داشتیم.,Nonpolitical
5763,  داداشسالروز شهادت شهید احمدی روشن هستتئوری نساز :),Nonpolitical
5764, اگر بقایی بی گناهِ پس نیازی به شهادت کسی نیست. بقایی پولها رو هاپولی کرده حالا باید آب خنک بخوره,Nonpolitical
5765,یه دخترعمو دارم از دبیرستان هرکی نگاه میکرد بهش، میگفت این خواستگارمه، عاشقم شده. حالا اون هیچی تو عروسی و هر مجلس دیگه که پیرزنا چیزی بهش میگفتن، فک میکرد واسه پسرشون میخوانش. در نتیجه به اون 500 تا خواستگار نخندید. با احتساب موارد فوق، راس میگه احتمالا.,Nonpolitical
5766,تکلیف جایگاه زنان و روابط عمومی در ساختار جدید آموزش‌وپرورش- اخبار اجتماعی – اخبار تسنیم,Nonpolitical
5767,واسه خواهرم پیام فرستادن دورو برت کاری پیدا شد خبر بده، نوشته گشتم نبود نگرد نیست :/ اوج امیدواری,Nonpolitical
5768,مراقب بازجوها تان باشید.انها بیشتر از براندازها شما را به سوی نابودی وسرنگونی سوق میدهند.,Political
5769,یه سریا هستن که بردشون تو شکست بقیه اس ولی یه برنده واقعی از کیر و خایه بقیه واسه بردن بالا نمیرهزوور بزن ازمون برد بگیری باشه؟ما هم قول میدیم خیلی نخندیم بهتمث اینا حقیر نباشید,Nonpolitical
5770, يك عدد پخ خوب همه رو ميزاشتي اينكارا چيه؟؟؟,Nonpolitical
5771, این مدل نوازنذگی کیبورد تو کشورای عربی هم مده که معروف‌ترینشون که جهانی هم شد عمر سلیمان‌ه,Nonpolitical
5772, # درخواست_ سلب_ تابعیتجناب آقای روحانی شخص شما مخاطب درخواست نامه سلب تابعیت استاد طاهری عزیز هستید !!پاسختان چیست؟,Political
5773, فضول تختخواب دیگرانی؟ گه خودت رو بخور. انقدر کوت کن تا بمیریپس شوهر تو بود ما بهش پیشنهاد دادیم اومده تو رو بیاره واسه‌مون رم کردی؟ بابا ما با سگ نمی خوابیم؛ اون هم سگ هاری مثل تو. نترس,Nonpolitical
5774,دبیرکل سازمان ملل در نامه‌ای به کارمنداش گفته در دو سال قبل از هر سه کارمند این سازمان یک نفر توی محل کار مورد آزار جن…,Political
5775, آخ آخ من شبهای امتحان، تا خود صبح کابوس میدیدم,Nonpolitical
5776, افتخارمون بود جزء دوستان شاییم ولی ظاهرا منم ربات شدم,Nonpolitical
5777, والا اینا که شما گفتی فقط تو فیلما هست هیچ جای دنیا این چیزا نیست,Nonpolitical
5778,یک‌ ناهار فوری فوتی در حوالی این حساب کاربری کسی هست؟,Nonpolitical
5779, اسم اشخاص مشخص کننده‌ی طبقه اجتماعی و مهمتر طرز تفکر خانواده و محیط پرورشه...,Nonpolitical
5780,ﺭﻋﯿﺖ ﮔﺮﺑﻪ ﺭﺍ ﮔﺮﻓﺖ ﻭ ﺑﻪ ﺩﺳﺖ ﻋﺘﯿﻘﻪﻓﺮﻭﺵﺩﺍﺩ ﻭ ﮔﻔﺖ : ﺧﯿﺮﺵ ﺭﺍ ﺑﺒﯿﻨﯽ . ﻋﺘﯿﻘﻪﻓﺮﻭﺵ ﭘﯿﺶ ﺍﺯﺧﺮﻭﺝ ﺍﺯ ﺧﺎﻧﻪ ﺑﺎ ﺧﻮﻧﺴﺮﺩﯼ ﮔﻔﺖ : ﻋﻤﻮﺟﺎﻥ ﺍﯾﻦ ﮔﺮﺑﻪ ﻣﻤﻜﻦ ﺍﺳﺖ ﺩﺭ ﺭﺍﻩ ﺗﺸﻨﻪﺍﺵ ﺷﻮﺩ,Nonpolitical
5781,قرار نیست مراقبت کردن از کسی به این صورت باشه که همش کنارش باشی.مثلا من به این نتیجه رسیدم اگه فلانی رو بلاک کنم از جفتمون مح…,Nonpolitical
5782, جا نيفتاده ديگهاز بس كه گفتن دختر بايد شرم و حيا داشته باشهخودشم دلش بخواد طرف كه بهش ميگه تا چند روز هي ناز ميكنه كه هول به نظر نياد,Nonpolitical
